UID,Name of Industrial Estate,District,Name of allootte Unit,Plot Number,Sector,Area at the time of allotment in Sq. Mtr.,Area at the time of Possession in Sq. Mtr.,Geometric Area,Constitution of Organization (Limited,Nature of Project,Proposed Product,PCB Category,Plot Status ,Proposed Investment (in cr.),Proposed Employment at time of allotment,Employment UK,email ID,Contact Number,Date of Allotment,Lease Deed,Lease Deed Date,Possession,Possession Date,Comment,Plot Status Date,Occupancy Certificate,Time Extension1,Time Extension1 Date,Time Extension Last,Time Extension Last Date,Land Use,Land Cost (per sq.m.),Maintenance cost towards common services (cost paid),Ref. No. - Layout Plan Approval from SIDA,Ref. No.- Building Plan Approval from SIDA,Whether industry is through FDI,Registration for SSI / EM1 / EM2 / UAM / IEM / SIA (Please select any one option),SSI / EM1 / EM2 / UAM / IEM / SIA,Subsidy From State Govt (Nil in case of No Subsidy) (in cr.),Policy under which the unit is established,Provide the name of Other Policy,NIC 5 Digit Code (as per NIC Code 2008),Women Entrepreneur,Electricity Connection,Electricity Supplier,Backup Electricity,Diesel Generator,CETP Connection,Water Connectiopn,Source of Water ,Time of Water Supply,Solid Waste Collection ,Time of Solid Waste Collection,Solar Panel,Rain Water Hasrvesting,Parking,Energy efficient fixtures,Energy Management Systems,Incubation Centre Provided,Warehouse ,Green Building,Gas Pipeline,Fire Extinguishing System,OH&S,Regulatory Authority (Property),Property Tax Payable,Regulatory AuthorityWater,Water Tax Payable,Regulatory Authority Environmental,Environmentall/Pollution Tax Payable,Total Tax payable (Rs.),Expenditure of Industry (p.a.)(Rs.),Revenue from Plots (p.a.)(Rs.),Permanent Male Employees,Permanent Female Employees,Permanent Total Employees,Contractual Male Employees,Contractual Female Employees,Contractual Total Employees,Differentally Abbled Employee,Skilled Male Employees,Skilled Female Employees,Skilled Total Employees,Semi-Skilled Male Employees,Semi-Skilled Female Employees,Semi-Skilled Total Employees,Unskilled Male Employees,Unskilled Female Employees,Unskilled Total Employees,Local Resident Male Employees,Local Resident Female Employees,Local Resident Total Employees,"Programme for skill training of employees. (Programme name, number of people trained, Month and Year of training","Harassment Prevention and Redressal (Harassment redressal team,","Sexual harassment redressal team, transport provision for women)","Community Dialogue (Website, Media Release, News Bulletin, Social Media, Other)","Community services such as drinking water supply, water harvesting, health camps etc.","Outreach activities: CSR Activities/ Clean up drives, health camp, public service activities etc.",Pollution Clearance,Date of pollution clearance taken by industry,Date of expiry of pollution clearance,Type of Emission,Air pollution- emission quality data,Reduction of Emission-Measures taken and compliance for air pollution control,"Air pollution monitoring system (online and offline monitoring, lab facilities, data display","facilities, data reporting systems )",Noise pollution data (as per regulatory authority),Whether EIA needed and done?,ISO Certification,"Green Building Certification IGBC, BREEA, LEED, DGNB)",Pre-assessment for Gold Rating,"Design of building (Passive Design, Building Orientation)",Record of major trees within plot,Any green measures taken up by industry,Incentives/ grants for greening industry/ resource efficiency etc.,Any National/ International Certification,(Mention Year of Certification),Property Tax payable (in Rs.),Regulatory Authority(property)
Ptn_0IIDC_48A,IIE Pantnagar, Udham Singh Nagar,Chhabra Gas Suppliers,48A,0IIDC,1100,1097.33,1129.22,Partnership,Auto & Auto Components,"Manufacturing Of Industrial/Medical Gases Welding Equipments, Auto Parts & Hardware etc",Orange,In Production,2.1,6,5,chhabragas@yahoo.in,983730844,1-Apr-13,Yes,23-May-13,Yes,6-Jun-13,,27-Jul-15,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_49,IIE Pantnagar, Udham Singh Nagar,Alpha Plus Industries,49,0IIDC,2233,2233,2286.11,Partnership,Other,"Plastic Components For House Hold Items,Electrical Items etc",Green,In Production,3.36,33,22,alphaindustriesdg@gmail.com,9999700997,9-Sep-05,Yes,12-Aug-16,Yes,12-Aug-16,,17-Nov-16,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_5,IIE Pantnagar, Udham Singh Nagar,M/s TVL Engineers PVT LTD,5,0IIDC,1000,1000,996.684,Company Pvt. Ltd.,Manufacturing,Pharmaceuticals items,Orange,In Production,0.32,14,9,maxmedlifesiences@yahoo.co.in,9891646411,13-Aug-05,Yes,8-Mar-06,Yes,8-Mar-06,,5-Feb-08,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0IIDC_50,51",IIE Pantnagar, Udham Singh Nagar,Polyhose India Pvt Ltd,"50,51",0IIDC,3024.64,3024.64,2923.12,Company Pvt. Ltd.,Other,"Auto Panel Instruments, includes, instruments cluster, speedometer, sensor fuel guage",Green,In Production,0.88,46,39,ahmad.i@polyhose.com,8449997700,15-Apr-05,Yes,22-Feb-06,Yes,13-Feb-13,,25-Mar-13,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_52,IIE Pantnagar, Udham Singh Nagar,Minda Stoneridge Instruments Ltd,52,0IIDC,1512.32,1512.32,1704.47,Company Pvt. Ltd.,Other,"Auto Panel Instruments, includes, instruments cluster, speedometer, sensor fuel guage",Green,Others,1.67,58,-,-,9997022743,15-Apr-05,Yes,5-Apr-14,No,14-Sep-05,Transferred now Closed,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_53,IIE Pantnagar, Udham Singh Nagar,PURI ELECTRONICS PVT LTD,53,0IIDC,1416,1512.32,1543.79,Company Pvt. Ltd.,Electrical Equipment,"EPABX, TELEPHONES, DVD,VCD",Green,In Production,0.33,58,40,purielectronicrudrapur@gmail.com,9810069600,2-May-05,Yes,25-Apr-06,Yes,25-Apr-06,,2-Feb-09,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_54,IIE Pantnagar, Udham Singh Nagar,MAXMED LIFE SCIENCES PVT LTD,54,0IIDC,1512.32,1512.32,1552.22,Company Pvt. Ltd.,Pharmaceuticals,Beta/Non Beta Lactum Pharmaceutical products,Green,In Production,130,142,100,"maxmedlifesiences@yahoo.co.in,maxmedfactory08@gmail.com",9891646411,22-Nov-12,Yes,24-Jan-13,Yes,7-Feb-13,,4-Jul-14,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_55,IIE Pantnagar, Udham Singh Nagar,FALCON CONTRACTORS PVT LTD,55,0IIDC,1416,1512.32,1543.5,Company Pvt. Ltd.,Wood & Wood Products,"Modular Furniture, home & office furniture",Orange,In Production,0.36,56,35,info.fcpl@gmail.com,"98,100,490,999,897,700,000",1-Jun-05,Yes,12-Apr-06,Yes,13-Apr-06,,1-Nov-10,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_56,IIE Pantnagar, Udham Singh Nagar,MAXIMA SOLUTIONS,56,0IIDC,1512.32,1512.32,1569.63,Partnership,Other,"Lipstick, Lipbalm & Press Powder",Green,In Production,1.29,26,15,"rk.jadhav@aeropharma.com,ki@medikraft.com",9811039270,9-Dec-04,Yes,21-May-15,Yes,4-May-17,,11-Jun-15,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_57,IIE Pantnagar, Udham Singh Nagar,RUDRAPUR TUBES INDIA PVT LTD,57,0IIDC,968.5,968.5,835.141,Company Pvt. Ltd.,"Rubber, Resins & Plastics",PVC PIPES & PIPE FITTING,Orange,In Production,0.44,26,18,rudrapurtubes@gmail.com,9837032381,14-Jun-05,Yes,18-Mar-10,Yes,19-Mar-10,,25-Mar-10,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_57,IIE Pantnagar, Udham Singh Nagar,-,57,,,,835.141,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0IIDC_58,65",IIE Pantnagar, Udham Singh Nagar,-,"58,65",,,,1687.7,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0IIDC_59, 66",IIE Pantnagar, Udham Singh Nagar,Feezo Chem Formulation PVt.ltd,"59, 66",0IIDC,1937,1937,1685.46,Company Pvt. Ltd.,Pharmaceuticals,H.L.Medicins,Green,In Production,0.8,30,20,feezochem@yahoo.com,9415134990,15-Apr-05,Yes,11-Nov-05,Yes,17-Apr-06,,28-Aug-09,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0IIDC_59, 66",IIE Pantnagar, Udham Singh Nagar,-,"59, 66",,,,1685.46,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_6,IIE Pantnagar, Udham Singh Nagar,Jainsons Herbo Labs Pvt Ltd,6,0IIDC,1000,1000,1015.89,Proprietor,Other,Herbal cosmetics,Green,In Production,0.78,29,25,jainsonsherbolabs@gmail.com,"7830421180,0",15-Dec-05,Yes,15-May-08,Yes,19-Jan-06,,4-Sep-08,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0IIDC_61, 68",IIE Pantnagar, Udham Singh Nagar,Himalayan Autoera (India) Pvt Ltd,"61, 68",0IIDC,1937,1937,1684.54,Company Pvt. Ltd.,Auto & Auto Components,"1.Motorized Auto Rickshaw, Generator Set and Agriculture Equipment Components",Orange,In Production,7,30,18,himalayanautoera@yahoo.in,"96,390,177,719,756,900,000",15-Apr-05,Yes,16-Jan-13,Yes,22-Jan-13,,22-Oct-13,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0IIDC_61, 68",IIE Pantnagar, Udham Singh Nagar,-,"61, 68",,,,1684.54,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_63,IIE Pantnagar, Udham Singh Nagar,STEELBIRD INTERNATIONAL,63,0IIDC,968.5,968.5,1000.62,Partnership,Other,"Storage, Compound",RED,In Production,0.89,52,0,manavkapur@steelbird.com,9911150362,19-Aug-11,Yes,22-Dec-11,Yes,29-Jun-12,,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_64,IIE Pantnagar, Udham Singh Nagar,OM SAI MOTOR INDUSTRIES,64,0IIDC,968.5,968.5,828.296,Proprietor,Auto & Auto Components,"Manufacturing of Silencers( all four wheelers), sheet metal fabrication, pipe moulding and all other related automobile accessories",Orange,In Production,0.1,8,5,rupesht853@gmail.com,"98,113,057,669,818,800,000",14-Jun-05,Yes,19-Dec-05,Yes,31-Dec-05,,21-Sep-09,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_7,IIE Pantnagar, Udham Singh Nagar,Sane Electrical Pvt Ltd,7,0IIDC,1000,1000,1013.72,Proprietor,Electrical Equipment,Electrical Goods,Green,In Production,1.62,51,45,rl_agrawal11267@yahoo.com,"9582944172,0",18-Mar-06,Yes,23-Aug-06,Yes,23-Aug-06,,1-Apr-08,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_70,IIE Pantnagar, Udham Singh Nagar,Meditronics Mfg Co. Pvt Ltd,70,0IIDC,968.5,968.5,998.951,Company Pvt. Ltd.,Other,X-ray Machines and other various medical equipment,Green,Others,1.05,22,-,sales@meditronicsasia.com,9820131303,1-Apr-05,Yes,25-May-06,Yes,26-May-06,After Production now Unit closed,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_8,IIE Pantnagar, Udham Singh Nagar,MAKMAUL LABORATORIES PVT LTD,8,0IIDC,1000,1000,994.984,Company Pvt. Ltd.,Pharmaceuticals,Pharmaceuticals Formulation,Green,Closed,1.86,60,-,makmaul@rediffmail.com,9758112500,13-Aug-05,Yes,20-Oct-05,Yes,17-Jan-06,,16-Jul-12,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_85,IIE Pantnagar, Udham Singh Nagar,Maa Padmawati Steels,85,0IIDC,1648.36,1648.36,1983.98,Partnership,Auto & Auto Components,Auto Parts,Orange,Under Construction,1.36,35,-,md@maapadmawatisteels.com,9837014366,1-Apr-05,Yes,2-Jun-18,Yes,14-Jun-18,,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_86,IIE Pantnagar, Udham Singh Nagar,DEV BHOOMI POLYMERS PVT LTD,86,0IIDC,1648.36,1648.36,1968.26,Company Pvt. Ltd.,Other,BOPP SELF ADHDHESIVE TAPE DOUBLE SIDE TISSUE PAPER TAPE AND DOUBLE/SINGLE SIDE FOAM TAPE,Green,In Production,0.82,30,20,dev_bhoomi@hotmail.com,"98,111,942,008,979,600,000",13-Aug-05,Yes,3-Dec-05,Yes,13-Dec-05,,27-Nov-06,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0IIDC_87, 88",IIE Pantnagar, Udham Singh Nagar,V.T. ENGINEERING,"87, 88",0IIDC,3296.72,3296.72,3925.68,Proprietor,Auto & Auto Components,ASSEMBLING PROCESS AND COMPONENTS FOR AUTOMOBILES,Orange,In Production,1.73,33,25,jaiswal.vtengg@gmail.com,9371025433,15-Apr-05,Yes,24-Feb-14,Yes,28-Feb-14,,31-Mar-14,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0IIDC_87, 88",IIE Pantnagar, Udham Singh Nagar,-,"87, 88",,,,3925.68,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_89,IIE Pantnagar, Udham Singh Nagar,P.L.G PHARMACEUTICALS PVT LTD,89,0IIDC,1648.36,1648,1960.31,Company Pvt. Ltd.,Pharmaceuticals,"PHARMACEUTICALE, ETC",Green,Others,1.04,25,-,plgpharmaceuticals@gmail.com,"93,500,533,649,810,500,000",1-Jun-05,Yes,7-Oct-05,Yes,7-Oct-05,Unit Closed,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_9,IIE Pantnagar, Udham Singh Nagar,AGGARWAL SNACKS Ltd,9,0IIDC,842,842,853.328,Proprietor,Food Processing,"Packed Food and Snacks, Sweets & Namkeen, Tea Massale and Health Products",Green,Closed,0.2,55,-,aggarwalsnacks@rediffmail.com,"93,580,447,669,810,100,000",1-Apr-05,Yes,16-Oct-06,Yes,2-Mar-07,,16-Jul-12,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_90,IIE Pantnagar, Udham Singh Nagar,Aries Drugs,90,0IIDC,1648.36,1648.36,1949.22,Company Pvt. Ltd.,Pharmaceuticals,Pharmaeuticals Drugs Surgicals Products,Green,In Production,0.5,20,13,ariesdrugsrudrapur@gmail.com,"80,520,060,008,052,000,000",15-Apr-05,Yes,24-May-06,Yes,24-May-06,,22-Apr-09,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_91,IIE Pantnagar, Udham Singh Nagar,Tulbros Formulations,91,0IIDC,1648.36,1648.36,2073.08,Proprietor,Pharmaceuticals,Pharmaceuticals Formulation,Green,In Production,1.86,33,22,0,9415210888,5-Apr-05,Yes,12-May-06,Yes,12-May-06,,25-Sep-07,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_92,IIE Pantnagar, Udham Singh Nagar,Seth Sham Narian Gupta & Sons,92,0IIDC,1648.36,1648.36,1831.03,Partnership,Electrical Equipment,"Diesel Generating Set, Accounting enclosure, Control Panel Boards and 0ther ancillary items",Orange,Others,1.45,16,-,krishnaenggwks@yahoo.co.in,"9,810,390,454,991,120,000,000",1-Apr-05,Yes,29-Aug-06,Yes,18-Sep-06,Unit Closed,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_95,IIE Pantnagar, Udham Singh Nagar,FRIENDS ECO HOMES,95,0IIDC,1648.36,1648.36,1951.86,Company Pvt. Ltd.,Auto & Auto Components,"Plated Filter Paper, Filter Paper Sliting Repackaging of Filter Paper, Filter/Filter Parts Automotive Industrial Filters domestic & heavy duty filters",Orange,In Production,0.75,20,12,balajitradelyncs@yahoo.com,9899779332,1-Jun-05,Yes,5-Dec-13,Yes,10-Jan-14,,15-Nov-14,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_96,IIE Pantnagar, Udham Singh Nagar,Jay Durga Packers,96,0IIDC,2102,2115,1859.01,Proprietor,"Rubber, Resins & Plastics","Plastic Packaging Material, Plastic Home Appliances Disposal Goods",Green,In Production,0.72,14,8,jdp.rdp@gmail.com,7055201744,14-Jun-05,Yes,28-Oct-05,Yes,10-Oct-05,,3-Apr-07,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0ITBT_1, 2",IIE Pantnagar, Udham Singh Nagar,Nuziveedu Seeds Pvt Ltd,"1, 2",0ITBT,16105,,15533.3,Company Pvt. Ltd.,Other,,N.A,Alloted,0,0,0,bhupendersingh.k@nuziveeduseedsmail.com,7895001011,17-Mar-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0ITBT_1, 2",IIE Pantnagar, Udham Singh Nagar,-,"1, 2",,,,15533.3,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0ITBT_14,IIE Pantnagar, Udham Singh Nagar,-,14,,,,176048,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0ITBT_15,IIE Pantnagar, Udham Singh Nagar,Chawla Ispat Pvt. Ltd.,15,0ITBT,8047.75,8047.75,7714.55,Company Pvt. Ltd.,Other,Herbal Extracts of Aromatic Plants,Green,Others,6.5,61,-,aum_hc@vsnl.net,9811087752,3-May-06,Yes,24-Feb-07,Yes,1-Nov-07,After Production Unit Closed,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0ITBT_16,IIE Pantnagar, Udham Singh Nagar,BIHANI INTERNATIONAL PVT LTD,16,0ITBT,8047.71,8047.71,7571.16,Company Pvt. Ltd.,Auto & Auto Components,Auto Components,Orange,In Production,5.83,59,45,"singhal2200@gmail.com,0,0","941406661,7895000740,0",10-Apr-06,Yes,31-Oct-12,Yes,31-Oct-12,,29-Jan-14,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0ITBT_16,IIE Pantnagar, Udham Singh Nagar,-,16,,,,7571.16,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0ITBT_17,IIE Pantnagar, Udham Singh Nagar,Green Gold Flowers Pvt Ltd,17,0ITBT,8047.71,8047.71,7596.12,Company Pvt. Ltd.,Export Oriented,Tissue Culture laboratory,Green,In Production,5.5,29,20,kumaroxygen@yahoo.com,9.84E+11,21-Mar-06,Yes,22-May-07,Yes,3-Apr-08,,3-Nov-08,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0ITBT_19B, 20, 21",IIE Pantnagar, Udham Singh Nagar,Midwest Biofuel  Pvt Ltd,"19B, 20, 21",0ITBT,20235,18235,17496.2,Company Pvt. Ltd.,Import substitute,Biodiesel Manufacturing and Research&development and Biofertilizer Lab,Green,In Production,27.76,220,-,"jitti1972@gmail.com,midwest.saleem@gmail.com","9,873,579,929,412,090,000",21-Aug-06,Yes,18-Oct-06,Yes,7-Aug-07,Unit under Subletting,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0ITBT_1A,22",IIE Pantnagar, Udham Singh Nagar,NEEL METAL PRODUCTS LTD,"1A,22",0ITBT,44076.6,44076.6,45740.1,Company Public Ltd.,Auto & Auto Components,"Cowl, Cabins and Chassis Paarts involving Stamping and Sub assembling of Commercial Vehicles, Front End Structure (FES) & other Auto Component",RED,In Production,80,400,300,rajesh.joshi@jbmgroup.com,7830334477,28-Apr-09,Yes,5-Feb-10,No,,,31-Mar-10,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0ITBT_24,IIE Pantnagar, Udham Singh Nagar,-,24,,,,45047,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0ITBT_3,IIE Pantnagar, Udham Singh Nagar,S.P.SOLVENT LIMITED,3,0ITBT,8094,8094,7763.16,Company Public Ltd.,Other,Elite Cows through Embryo Transfer Techonolgy (E.T.T.) Immunodiagnostics & Vacine,Green,In Production,1.93,69,50,resume.sps18@gmail.com,7055000540,17-Aug-06,Yes,11-Apr-08,Yes,12-Feb-09,,23-Feb-09,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0ITBT_4A,IIE Pantnagar, Udham Singh Nagar,H.R.ENETRPRIES,4A,0ITBT,1000,999.98,542.265,Partnership,Auto & Auto Components,"Auto Components, Sheat Meatal. Fabication, packaging material, plastic components",Orange,In Production,4.8,18,12,shyampuria@rediffmail.com,9927188880,8-May-12,Yes,26-Apr-14,Yes,4-Jun-14,,20-Aug-16,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0ITBT_4A,IIE Pantnagar, Udham Singh Nagar,-,4A,,,,542.265,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
